OrderID,Date,Location,City,State,Latitude,Longitude,Item,Category,Quantity,Price,TotalSales,CustomerType,PaymentMethod,Cost,Profit,Hour,DayOfWeek,Month
1173,2024-03-23,Downtown,Chicago,IL,41.8781,-87.6298,Pizza,Fast Food,5,8.99,44.95,New,Credit Card,5.53,17.3,20,Saturday,March
1174,2024-01-27,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,4,7.99,31.96,Regular,Online,5.75,8.96,10,Saturday,January
1175,2024-01-22,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,1,2.99,2.99,New,Online,2.05,0.9400000000000004,13,Monday,January
1176,2024-03-27,Downtown,Chicago,IL,41.8781,-87.6298,Sushi,Japanese,5,10.99,54.95,Regular,Online,8.64,11.75,21,Wednesday,March
1177,2024-02-29,West Branch,Los Angeles,CA,34.0522,-118.2437,Smoothie,Beverages,3,4.99,14.97,New,Online,3.0,5.970000000000001,14,Thursday,February
1178,2024-01-06,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,4,10.99,43.96,Regular,Credit Card,7.75,12.96,16,Saturday,January
1179,2024-02-28,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,4,5.99,23.96,New,Cash,3.8,8.760000000000002,14,Wednesday,February
1180,2024-02-05,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,4,10.99,43.96,New,Cash,8.22,11.079999999999998,10,Monday,February
1181,2024-02-09,East Side,Miami,FL,25.7617,-80.1918,Salad,Healthy,3,6.49,19.47,Regular,Cash,4.72,5.309999999999999,14,Friday,February
1182,2024-02-28,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,2,7.99,15.98,Regular,Credit Card,4.25,7.48,11,Wednesday,February
1183,2024-03-11,West Branch,Los Angeles,CA,34.0522,-118.2437,Pasta,Italian,2,7.99,15.98,Regular,Credit Card,5.01,5.960000000000001,10,Monday,March
1184,2024-03-31,Central Outlet,New York,NY,40.7128,-74.006,Wrap,Healthy,3,6.99,20.97,Regular,Cash,3.99,8.999999999999998,17,Sunday,March
1185,2024-02-19,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,5,5.99,29.95,New,Online,4.19,8.999999999999996,18,Monday,February
1186,2024-02-14,West Branch,Los Angeles,CA,34.0522,-118.2437,Burger,Fast Food,4,5.99,23.96,Regular,Cash,3.33,10.64,21,Wednesday,February
1187,2024-01-20,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,4,2.99,11.96,New,Online,2.08,3.6400000000000006,16,Saturday,January
1188,2024-03-27,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,1,7.99,7.99,New,Credit Card,5.7,2.29,13,Wednesday,March
1189,2024-02-21,South Point,Houston,TX,29.7604,-95.3698,Fries,Snacks,4,2.99,11.96,Regular,Cash,2.09,3.6000000000000014,14,Wednesday,February
1190,2024-02-15,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,4,2.99,11.96,Regular,Cash,1.63,5.440000000000001,19,Thursday,February
1191,2024-03-26,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,5,2.99,14.95,New,Online,1.68,6.549999999999999,14,Tuesday,March
1192,2024-01-02,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,2,4.99,9.98,Regular,Online,2.93,4.12,21,Tuesday,January
1193,2024-03-02,East Side,Miami,FL,25.7617,-80.1918,Fries,Snacks,4,2.99,11.96,Regular,Online,1.54,5.800000000000001,21,Saturday,March
1194,2024-01-28,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,2,10.99,21.98,New,Credit Card,7.21,7.5600000000000005,18,Sunday,January
1195,2024-02-05,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,5,10.99,54.95,Regular,Online,6.82,20.85,16,Monday,February
1196,2024-02-10,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,5,6.49,32.45,Regular,Cash,3.31,15.900000000000002,13,Saturday,February
1197,2024-01-02,West Branch,Los Angeles,CA,34.0522,-118.2437,Pasta,Italian,2,7.99,15.98,Regular,Online,4.99,6.0,18,Tuesday,January
1198,2024-02-09,Central Outlet,New York,NY,40.7128,-74.006,Wrap,Healthy,5,6.99,34.95,Regular,Credit Card,4.78,11.05,13,Friday,February
1199,2024-03-19,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,2,4.99,9.98,New,Credit Card,2.85,4.28,11,Tuesday,March
1200,2024-02-09,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,3,10.99,32.97,Regular,Credit Card,8.14,8.549999999999997,18,Friday,February
